Map04: The Citidal Gates
4:200:100000:level4:9:5
48:3:0:0:0,48:3:0:0:0,48:3:0:0:0,48:3:0:0:0,48:4:0:0:0,48:3:0:0:0,48:3:0:0:0,48:3:0:0:0,48:3:0:0:0,48:3:0:0:0,48:3:0:0:0,48:3:0:0:0,48:3:0:0:0,80:17:23:80:0,75:16:0:0:0,70:25:0:0:0,48:3:0:0:0,48:3:0:0:0,48:3:0:0:0,48:3:0:0:0,48:3:0:0:0,48:3:0:0:0,48:3:0:0:0,0:0:0:0:0,0:0:0:0:0,0:0:0:0:0,0:100:0:0:0,
48:1:0:0:0,0:0:32:0:0,0:0:0:0:0,0:0:16:0:0,0:0:31:0:0,0:0:0:0:0,0:0:0:0:0,0:0:0:0:0,0:0:0:0:0,0:0:0:0:0,0:0:3:270:0,24:27:0:0:0,24:27:0:0:0,0:0:0:0:0,0:0:3:270:0,0:0:0:0:0,0:0:31:270:0,0:0:0:0:0,0:0:0:0:0,0:0:0:0:0,0:0:58:180:0,24:5:0:0:0,0:0:0:0:0,0:0:0:0:0,0:0:0:0:0,0:0:0:0:0,0:100:0:0:0,
48:1:0:0:0,0:0:32:270:0,12:21:0:0:0,0:0:0:0:0,60:18:0:0:0,0:0:0:0:0,0:0:31:270:0,0:0:0:0:0,0:0:0:0:0,0:0:0:0:0,48:17:0:0:0,0:0:2:180:0,0:0:2:180:0,48:17:0:0:0,0:0:0:0:0,0:0:0:0:0,0:0:0:0:0,0:0:0:0:0,0:0:2:0:0,0:0:0:0:0,0:0:58:180:0,24:13:65:0:1,0:0:20:0:0,0:0:64:0:1,0:0:0:0:0,0:0:0:0:0,0:100:0:0:0,
60:4:0:0:0,0:0:32:0:0,0:0:19:0:0,0:0:0:0:0,60:18:0:0:0,0:0:0:0:0,0:0:0:0:0,0:0:16:270:0,0:0:0:0:0,36:27:0:0:0,0:0:37:180:0,0:0:17:270:0,0:0:17:270:0,0:0:37:180:0,36:27:0:0:0,0:0:0:0:0,0:0:0:0:0,0:0:0:0:0,0:0:31:0:0,0:0:0:0:0,0:0:58:180:0,24:13:65:0:1,0:0:20:0:0,0:0:64:0:1,0:0:0:0:0,0:0:0:0:0,0:100:0:0:0,
60:4:0:0:0,0:0:0:0:0,16:21:16:315:0,0:0:31:270:0,60:18:0:0:0,0:0:0:0:0,0:0:0:0:0,0:0:0:0:0,0:0:0:0:0,0:0:36:180:0,0:0:0:0:0,24:27:0:0:0,24:27:0:0:0,0:0:0:0:0,0:0:36:180:0,0:0:31:270:0,0:0:58:270:0,0:0:0:0:0,0:0:0:0:0,0:0:0:0:0,0:0:19:225:0,24:5:0:0:0,0:0:0:0:0,0:0:0:0:0,0:0:0:0:0,0:0:0:0:0,0:100:0:0:0,
60:4:0:0:0,0:0:0:0:0,0:0:0:0:0,0:0:0:0:0,60:18:0:0:0,0:0:0:0:0,6:21:0:0:0,0:0:0:0:0,0:0:0:0:0,0:0:0:0:0,0:0:0:0:0,0:0:36:180:0,0:0:36:180:0,0:0:0:0:0,0:0:3:270:0,0:0:38:270:0,0:0:31:270:0,0:0:0:0:0,0:0:0:0:0,12:21:0:0:0,0:0:2:0:0,24:5:0:0:0,0:0:0:0:0,0:0:0:0:0,60:2:0:0:0,0:0:0:0:0,0:100:0:0:0,
60:4:0:0:0,0:0:0:0:0,24:2:37:270:0,0:0:0:0:0,0:0:31:180:0,0:0:0:0:0,0:0:0:0:0,0:0:31:180:0,0:0:0:0:0,0:0:0:0:0,0:0:0:0:0,0:0:0:0:0,0:0:0:0:0,0:0:33:270:0,24:22:0:0:0,24:22:0:0:0,24:22:0:0:0,24:7:11:0:2,24:22:0:0:0,24:22:0:0:0,24:22:0:0:0,24:22:0:0:0,0:0:0:0:0,0:0:0:0:0,0:0:0:0:0,60:13:0:0:0,0:100:0:0:0,
60:4:0:0:0,0:0:0:0:0,0:0:0:0:0,18:1:0:0:0,0:0:0:0:0,12:23:0:0:0,0:0:0:0:0,0:0:0:0:0,0:0:3:270:0,0:0:31:180:0,0:0:0:0:0,0:0:0:0:0,0:0:0:0:0,0:0:0:0:0,48:27:0:0:0,0:0:16:0:0,0:0:0:0:0,0:0:0:0:0,0:0:0:0:0,12:23:0:0:0,0:0:19:90:0,24:4:0:0:0,0:0:0:0:0,0:0:0:0:0,60:2:0:0:0,0:0:0:0:0,0:100:0:0:0,
60:4:0:0:0,0:0:0:0:0,0:0:0:0:0,0:0:36:270:0,0:0:0:0:0,0:0:36:270:0,0:0:0:0:0,0:0:0:0:0,0:0:0:0:0,0:0:0:0:0,0:0:31:270:0,24:3:0:0:0,0:0:36:180:0,0:0:0:0:0,24:22:0:0:0,0:0:2:0:0,12:22:0:0:0,0:0:0:0:0,12:22:0:0:0,12:22:0:0:0,0:0:3:0:0,24:22:0:0:0,0:0:0:0:0,0:0:0:0:0,0:0:0:0:0,0:0:0:0:0,0:100:0:0:0,
60:4:0:0:0,0:0:0:0:0,0:0:0:0:0,0:0:0:0:0,0:0:31:180:0,0:0:0:0:0,0:0:0:0:0,0:0:0:0:0,0:0:0:0:0,24:3:0:0:0,0:0:37:180:0,0:0:19:270:0,0:0:37:180:0,24:3:0:0:0,48:27:0:0:0,0:0:0:0:0,0:0:30:0:0,0:0:58:270:0,12:4:9:0:0,0:0:0:0:0,0:0:19:180:0,24:4:0:0:0,0:0:0:0:0,0:0:0:0:0,0:0:0:0:0,0:0:0:0:0,0:100:0:0:0,
48:1:0:0:0,0:0:0:0:0,0:0:0:0:0,0:0:16:135:0,0:0:0:0:0,0:0:36:270:0,0:0:0:0:0,0:0:57:0:0,0:0:0:0:0,0:0:0:0:0,0:0:36:180:0,24:3:0:0:0,0:0:31:180:0,0:0:0:0:0,24:22:0:0:0,0:0:0:0:0,12:22:0:0:0,0:0:0:0:0,12:22:0:0:0,0:0:0:0:0,0:0:0:0:0,24:22:0:0:0,0:0:0:0:0,0:0:0:0:0,0:0:0:0:0,0:0:0:0:0,0:100:0:0:0,
48:1:0:0:0,0:0:0:0:0,0:0:0:0:0,0:0:0:0:0,0:0:0:0:0,0:0:0:0:0,0:0:0:0:0,0:0:0:0:0,0:0:0:0:0,0:0:0:0:0,0:0:0:0:0,0:0:0:0:0,0:0:0:0:0,0:0:0:0:0,48:27:0:0:0,0:0:0:0:0,0:0:30:0:0,12:23:0:0:0,0:0:30:0:0,0:0:58:270:0,12:22:0:0:0,24:4:0:0:0,0:0:0:0:0,0:0:0:0:0,0:0:0:0:0,0:0:0:0:0,0:100:0:0:0,
48:1:0:0:0,0:0:0:0:0,0:0:31:0:0,0:0:0:0:0,48:1:0:0:0,0:0:38:270:0,48:1:29:270:0,48:9:12:0:0,48:1:29:270:0,0:0:19:270:0,48:1:0:0:0,0:0:0:0:0,0:0:0:0:0,0:0:0:0:0,24:22:0:0:0,0:0:16:270:0,12:22:0:0:0,0:0:4:0:0,12:22:0:0:0,12:22:0:0:0,0:0:19:135:0,24:22:0:0:0,0:0:0:0:0,0:0:0:0:0,0:0:0:0:0,0:0:0:0:0,0:100:0:0:0,
48:1:0:0:0,0:0:0:0:0,0:0:0:0:0,0:0:0:0:0,0:0:0:0:0,60:17:0:0:0,0:0:29:0:0,0:0:0:0:0,0:0:29:0:0,60:17:0:0:0,0:0:0:0:0,0:0:0:0:0,0:0:37:0:0,0:0:0:0:0,48:27:0:0:0,0:0:0:0:0,12:22:0:0:0,12:10:13:0:0,12:22:0:0:0,0:0:34:270:0,0:0:0:0:0,24:4:0:0:0,0:0:0:0:0,0:0:0:0:0,0:0:0:0:0,0:0:0:0:0,0:100:0:0:0,
48:1:0:0:0,0:0:58:270:0,0:0:58:270:0,0:0:58:270:0,48:1:0:0:0,0:0:39:0:0,0:0:29:0:0,0:0:19:270:0,0:0:29:0:0,0:0:43:0:0,48:1:0:0:0,0:0:0:0:0,0:0:0:0:0,0:0:0:0:0,24:22:0:0:0,0:0:19:270:0,0:0:0:0:0,0:0:0:0:0,0:0:0:0:0,0:0:0:0:0,0:0:0:0:0,24:22:0:0:0,0:0:0:0:0,0:0:0:0:0,0:0:0:0:0,0:0:0:0:0,0:100:0:0:0,
48:1:0:0:0,12:26:53:0:2,0:0:47:0:0,0:0:42:0:0,48:1:0:0:0,0:0:0:0:0,0:0:58:270:0,0:0:0:0:0,0:0:58:270:0,0:0:0:0:0,48:1:0:0:0,0:0:3:0:0,0:0:61:180:0,0:0:16:270:0,48:27:0:0:0,0:0:0:0:0,0:0:0:0:0,0:0:18:225:0,0:0:0:0:0,0:0:0:0:0,0:0:0:0:0,24:4:0:0:0,0:0:0:0:0,0:0:0:0:0,0:0:0:0:0,0:0:0:0:0,0:100:0:0:0,
48:1:0:0:0,48:1:0:0:0,48:1:0:0:0,48:1:0:0:0,60:25:0:0:0,0:0:0:0:0,64:27:0:0:0,0:0:0:0:0,64:27:0:0:0,0:0:0:0:0,60:25:0:0:0,24:1:0:0:0,24:1:0:0:0,24:1:0:0:0,24:1:0:0:0,0:0:0:0:0,0:0:0:0:0,0:0:3:0:0,0:0:0:0:0,0:0:0:0:0,0:0:0:0:0,24:1:0:0:0,0:0:0:0:0,0:0:0:0:0,0:0:0:0:0,0:0:0:0:0,0:100:0:0:0,
0:0:0:0:0,0:0:0:0:0,0:0:0:0:0,48:1:0:0:0,0:0:16:0:0,0:0:0:0:0,0:0:19:180:0,0:0:0:0:0,0:0:19:0:0,0:0:0:0:0,0:0:16:180:0,48:1:0:0:0,0:0:0:0:0,0:0:0:0:0,24:1:0:0:0,0:0:0:0:0,60:15:0:0:0,0:0:0:0:0,60:15:0:0:0,0:0:0:0:0,6:21:0:0:0,24:1:0:0:0,0:0:0:0:0,0:0:0:0:0,0:0:0:0:0,0:0:0:0:0,0:100:0:0:0,
0:0:0:0:0,0:0:0:0:0,0:0:0:0:0,48:1:0:0:0,0:0:0:0:0,3:22:0:0:0,0:0:29:0:0,64:15:0:0:0,0:0:29:0:0,3:22:0:0:0,0:0:0:0:0,48:1:0:0:0,0:0:0:0:0,0:0:0:0:0,24:1:0:0:0,48:3:0:0:0,0:0:19:0:0,0:0:0:0:0,0:0:19:180:0,48:3:0:0:0,0:0:2:0:0,24:1:0:0:0,0:0:0:0:0,0:0:0:0:0,0:0:0:0:0,0:0:0:0:0,0:100:0:0:0,
0:0:0:0:0,0:0:0:0:0,0:0:0:0:0,48:1:0:0:0,0:0:3:0:0,6:21:41:0:0,0:0:56:270:0,0:0:17:270:0,0:0:56:270:0,6:21:40:0:0,0:0:3:0:0,48:1:0:0:0,0:0:0:0:0,0:0:0:0:0,12:1:0:0:0,48:3:0:0:0,0:0:61:180:0,0:0:58:270:0,0:0:61:180:0,48:3:0:0:0,24:1:0:0:0,24:1:0:0:0,0:0:0:0:0,0:0:0:0:0,0:0:0:0:0,0:0:0:0:0,0:100:0:0:0,
0:0:0:0:0,0:0:0:0:0,0:0:0:0:0,48:1:0:0:0,0:0:37:0:0,0:0:19:90:0,64:27:0:0:0,0:0:0:0:0,64:27:0:0:0,0:0:19:90:0,0:0:36:0:0,48:1:0:0:0,0:0:0:0:0,0:0:0:0:0,12:1:0:0:0,48:13:0:0:0,24:27:0:0:0,24:6:11:0:0,24:27:0:0:0,48:13:0:0:0,12:1:0:0:0,12:1:0:0:0,0:0:0:0:0,0:0:0:0:0,0:0:0:0:0,0:0:0:0:0,0:100:0:0:0,
0:0:0:0:0,0:0:0:0:0,0:0:0:0:0,48:1:0:0:0,0:0:37:0:0,0:0:0:0:0,0:0:17:90:0,0:0:33:0:0,0:0:17:90:0,0:0:0:0:0,0:0:36:0:0,48:1:0:0:0,0:0:0:0:0,0:0:0:0:0,12:1:0:0:0,12:3:0:0:0,24:3:0:0:0,0:0:19:270:0,24:3:0:0:0,12:3:0:0:0,12:1:0:0:0,12:1:0:0:0,0:0:0:0:0,0:0:0:0:0,0:0:0:0:0,0:0:0:0:0,0:100:0:0:0,
0:0:0:0:0,0:0:0:0:0,0:0:0:0:0,48:1:0:0:0,0:0:37:0:0,0:0:56:270:0,0:0:29:0:0,0:0:2:0:0,0:0:29:0:0,0:0:56:270:0,0:0:36:0:0,48:1:0:0:0,0:0:0:0:0,0:0:0:0:0,12:1:0:0:0,12:3:0:0:0,24:27:0:0:0,0:0:19:270:0,24:27:0:0:0,12:3:0:0:0,12:1:0:0:0,12:1:0:0:0,0:0:0:0:0,0:0:0:0:0,0:0:0:0:0,0:0:0:0:0,0:100:0:0:0,
0:0:0:0:0,0:0:0:0:0,0:0:0:0:0,48:1:0:0:0,12:4:9:0:0,24:4:9:0:0,48:4:9:0:0,64:4:9:0:0,48:4:9:0:0,24:4:9:0:0,12:4:9:0:0,48:1:0:0:0,0:0:0:0:0,0:0:0:0:0,12:1:0:0:0,12:3:0:0:0,24:3:0:0:0,0:0:61:180:0,24:3:0:0:0,12:3:0:0:0,12:1:0:0:0,12:1:0:0:0,0:0:0:0:0,0:0:0:0:0,0:0:0:0:0,0:0:0:0:0,0:100:0:0:0,
0:0:0:0:0,0:0:0:0:0,0:0:0:0:0,48:1:0:0:0,0:0:36:0:0,0:0:0:0:0,0:0:0:0:0,0:0:0:0:0,0:0:0:0:0,0:0:0:0:0,0:0:36:0:0,48:1:0:0:0,0:0:0:0:0,0:0:0:0:0,12:1:0:0:0,12:3:0:0:0,24:3:0:0:0,24:27:0:0:0,24:3:0:0:0,12:3:0:0:0,12:1:0:0:0,12:1:0:0:0,0:0:0:0:0,0:0:0:0:0,0:0:0:0:0,0:0:0:0:0,0:100:0:0:0,
0:0:0:0:0,0:0:0:0:0,0:0:0:0:0,48:1:0:0:0,48:1:0:0:0,0:0:29:0:0,0:0:0:0:0,0:0:18:270:0,0:0:0:0:0,0:0:29:0:0,48:1:0:0:0,48:1:0:0:0,0:0:0:0:0,0:0:0:0:0,0:0:0:0:0,0:0:0:0:0,0:0:0:0:0,0:0:0:0:0,0:0:0:0:0,0:0:0:0:0,0:0:0:0:0,0:0:0:0:0,0:0:0:0:0,0:0:0:0:0,0:0:0:0:0,0:0:0:0:0,0:100:0:0:0,
0:0:0:0:0,0:0:0:0:0,0:0:0:0:0,48:1:0:0:0,0:0:0:0:0,48:1:0:0:0,0:0:29:0:0,0:0:0:0:0,0:0:29:0:0,48:1:0:0:0,0:0:0:0:0,48:1:0:0:0,0:0:0:0:0,0:0:0:0:0,0:0:0:0:0,0:0:0:0:0,0:0:0:0:0,0:0:0:0:0,0:0:0:0:0,0:0:0:0:0,0:0:0:0:0,0:0:0:0:0,0:0:0:0:0,0:0:0:0:0,0:0:0:0:0,0:0:0:0:0,0:100:0:0:0,
0:0:0:0:0,0:0:0:0:0,0:0:0:0:0,48:1:0:0:0,0:0:0:0:0,0:0:0:0:0,48:1:0:0:0,0:0:48:0:0,48:1:0:0:0,0:0:0:0:0,0:0:0:0:0,48:1:0:0:0,0:0:0:0:0,0:0:0:0:0,0:0:0:0:0,0:0:0:0:0,0:0:0:0:0,0:0:0:0:0,0:0:0:0:0,0:0:0:0:0,0:0:0:0:0,0:0:0:0:0,0:0:0:0:0,0:0:0:0:0,0:0:0:0:0,0:0:0:0:0,0:100:0:0:0,
0:0:0:0:0,0:0:0:0:0,0:0:0:0:0,48:1:0:0:0,0:0:0:0:0,0:0:0:0:0,0:0:0:0:0,48:7:0:0:0,0:0:0:0:0,0:0:0:0:0,0:0:0:0:0,48:1:0:0:0,0:0:0:0:0,0:0:0:0:0,0:0:0:0:0,0:0:0:0:0,0:0:0:0:0,0:0:0:0:0,0:0:0:0:0,0:0:0:0:0,0:0:0:0:0,0:0:0:0:0,0:0:0:0:0,0:0:0:0:0,0:0:0:0:0,0:0:0:0:0,0:100:0:0:0,
