Map 05: The City of Love
5:200:1000000:level4:9:4
120:2:0:0:0::0:3,120:2:0:0:0::0:3,120:2:0:0:0::0:3,120:2:0:0:0::0:3,120:2:0:0:0::0:3,120:2:0:0:0::0:3,120:2:0:0:0::0:3,120:2:0:0:0::0:3,120:26:53:90:1::0:3,120:2:0:0:0::0:3,0:0:31:270:0::0:12,0:0:31:270:0::0:12,0:0:58:90:0:270:0:12,0:0:0:0:0::0:3,0:0:31:270:0::0:12,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:31:270:0::0:12,0:0:31:270:0::0:12,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:31:270:0::0:12,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:31:270:0::0:12,0:0:31:270:0::0:12,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:31:270:0::0:12,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:31:270:0::0:12,0:0:31:270:0::0:12,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:31:270:0::0:12,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:31:270:0::0:12,0:0:31:270:0::0:12,0:0:31:270:0::0:12,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:61:270:0::0:12,0:0:38:270:0::0:12,0:100:0:0:0:0:0:0,
24:22:0:0:0::0:3,2:22:2:180:0::22:12,2:22:55:300:0::22:3,2:22:6:0:2::22:12,2:22:16:300:0::22:3,2:22:2:300:0::22:3,2:22:44:180:2::22:12,24:22:0:0:0::0:3,0:0:0:0:0::0:3,0:0:31:0:0::0:12,0:0:0:0:0::0:3,0:0:31:0:0::0:12,0:0:0:0:0::0:3,48:4:0:0:0::0:12,4:24:0:0:0::24:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,12:38:0:0:0::0:3,12:38:0:0:0::0:3,0:0:30:270:0::0:3,0:0:56:270:0::0:12,0:0:44:270:0::0:12,0:0:0:0:0::0:3,0:0:30:270:0::0:3,12:38:0:0:0::0:3,12:38:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,4:24:0:0:0::24:3,48:4:0:0:0::0:12,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:31:270:0::0:12,0:0:0:0:0::0:3,48:14:0:0:0::0:3,24:15:0:0:0::0:3,2:28:66:0:6::0:12,0:0:0:0:0::0:3,0:0:44:315:0::0:12,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:44:315:0::0:12,12:39:0:0:0::0:3,0:0:0:0:0::0:3,0:0:16:90:0::0:12,0:0:0:0:0::0:3,0:0:2:270:0::0:12,48:14:0:0:0::0:3,0:100:0:0:0:0:0:0,
24:22:0:0:0::0:3,2:22:0:0:0::22:3,2:22:0:0:0::22:3,2:22:0:0:0::22:3,2:22:0:0:0::22:3,2:22:0:0:0::22:3,2:22:0:0:0::22:3,24:22:0:0:0::0:3,0:0:31:0:0::0:12,0:0:31:0:0::0:12,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,48:4:0:0:0::0:12,4:24:16:0:0::24:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:2:90:0::0:12,0:0:2:90:0::0:12,0:0:0:0:0::0:3,0:0:44:270:0::0:12,0:0:44:270:0::0:12,0:0:56:270:0::0:12,0:0:0:0:0::0:3,0:0:2:90:0::0:12,0:0:2:90:0::0:12,0:0:0:0:0::0:3,0:0:0:0:0::0:3,4:24:16:180:0::24:3,48:4:0:0:0::0:12,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:31:270:0::0:12,0:0:0:0:0::0:3,0:0:58:270:0:270:0:12,0:0:0:0:0::0:3,48:14:0:0:0::0:3,24:25:0:0:0::0:3,24:4:0:0:0::0:3,0:0:33:315:0::0:12,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:19:270:0::0:12,0:0:0:0:0::0:3,12:7:11:0:0::0:12,0:0:0:0:0::0:3,12:42:0:0:0::0:3,12:41:0:0:0::0:3,0:0:2:270:0::0:12,48:14:0:0:0::0:3,0:100:0:0:0:0:0:0,
24:22:0:0:0::0:3,2:22:0:0:0::22:3,2:22:0:0:0::22:3,2:22:0:0:0::22:3,2:22:56:300:0::22:3,2:22:44:300:0::22:3,2:22:0:0:0::22:3,24:22:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,48:24:0:0:0::0:3,0:0:37:0:0::0:12,0:0:54:90:4::0:12,0:0:54:90:4::0:12,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:18:270:0::0:3,0:0:44:270:0::0:12,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:54:90:4::0:12,0:0:54:90:4::0:12,0:0:36:0:0::0:12,48:24:0:0:0::0:3,0:0:31:270:0::0:12,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:31:270:0::0:12,0:0:0:0:0::0:3,48:14:0:0:0::0:3,24:25:0:0:0::0:3,24:4:0:0:0::0:3,0:0:2:315:0::0:12,0:0:0:0:0::0:3,0:0:19:270:0::0:12,0:0:0:0:0::0:3,0:0:19:270:0::0:12,12:39:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:47:270:0::0:12,48:14:0:0:0::0:3,0:100:0:0:0:0:0:0,
24:22:0:0:0::0:3,2:22:0:0:0::20:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:36:0:0::0:3,0:0:44:0:0::0:3,0:0:42:0:0::0:3,24:22:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:31:0:0::0:12,0:0:0:0:0::0:3,48:24:0:0:0::0:3,0:0:37:0:0::0:12,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:32:270:0::0:3,0:0:32:270:0::0:3,0:0:32:270:0::0:3,0:0:32:270:0::0:3,0:0:32:270:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:36:0:0::0:12,48:24:0:0:0::0:3,0:0:58:270:0:270:0:12,0:0:31:270:0::0:12,0:0:0:0:0::0:3,0:0:31:270:0::0:12,0:0:0:0:0::0:3,0:0:0:0:0::0:3,48:14:0:0:0::0:3,24:15:0:0:0::0:3,2:29:67:0:6::0:12,0:0:58:315:0::0:12,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:30:315:0::0:12,12:39:0:0:0::0:3,12:39:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:36:270:0::0:12,48:14:0:0:0::0:3,0:100:0:0:0:0:0:0,
24:22:0:0:0::0:3,2:22:0:0:0::18:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:42:0:0::0:3,24:22:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,48:4:0:0:0::0:12,4:24:0:0:0::24:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,24:3:0:0:0::0:3,24:14:0:0:0::0:3,18:38:0:0:0::0:3,24:14:0:0:0::0:3,24:3:0:0:0::0:3,24:14:0:0:0::0:3,18:38:0:0:0::0:3,24:14:0:0:0::0:3,24:3:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,4:24:16:225:0::24:3,48:4:0:0:0::0:12,0:0:0:0:0::0:3,0:0:31:270:0::0:12,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,48:14:0:0:0::0:3,24:25:0:0:0::0:3,24:4:0:0:0::0:3,0:0:0:0:0::0:3,0:0:58:315:0::0:12,0:0:30:315:0::0:12,12:39:0:0:0::0:3,0:0:30:270:0::0:12,0:0:43:270:0::0:12,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:36:270:0::0:12,48:14:0:0:0::0:3,0:100:0:0:0:0:0:0,
24:22:0:0:0::0:3,2:22:0:0:0::16:3,0:0:0:0:0::0:3,0:0:58:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,24:7:11:0:0::0:16,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:31:0:0::0:12,48:4:0:0:0::0:12,4:24:16:315:0::24:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,24:14:0:0:0::0:3,0:0:3:90:0::0:12,0:0:0:0:0::0:3,0:0:58:90:0::0:12,4:14:4:0:4::0:12,0:0:58:90:0::0:12,0:0:0:0:0::0:3,0:0:56:90:0::0:12,24:14:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,4:24:0:0:0::24:3,48:4:0:0:0::0:12,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,48:14:0:0:0::0:3,24:4:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:30:315:0::0:12,12:39:0:0:0::0:3,0:0:30:270:0::0:12,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:36:270:0::0:12,48:14:0:0:0::0:3,0:100:0:0:0:0:0:0,
24:22:0:0:0::0:3,2:22:0:0:0::14:3,0:0:0:0:0::0:3,0:0:58:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,24:7:11:0:0::0:16,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:31:0:0::0:12,0:0:0:0:0::0:3,0:0:0:0:0::0:3,48:24:0:0:0::0:3,0:0:37:0:0::0:12,0:0:0:0:0::0:3,0:0:0:0:0::0:3,18:38:0:0:0::0:3,0:0:0:0:0::0:3,0:0:29:90:0::0:12,0:0:58:90:0::0:12,0:0:58:90:0::0:12,0:0:58:90:0::0:12,0:0:29:90:0::0:12,0:0:0:0:0::0:3,18:38:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:36:0:0::0:12,48:24:0:0:0::0:3,0:0:31:270:0::0:12,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:31:270:0::0:12,0:0:0:0:0::0:3,48:14:0:0:0::0:3,12:39:0:0:0::0:3,12:39:0:0:0::0:3,12:39:0:0:0::0:3,12:39:0:0:0::0:3,12:39:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:57:270:0::0:12,0:0:36:270:0::0:12,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:61:270:0::0:12,48:14:0:0:0::0:3,0:100:0:0:0:0:0:0,
24:22:0:0:0::0:3,2:22:0:0:0::12:3,0:0:0:0:0::0:3,0:0:44:0:0::0:3,0:0:56:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,24:22:0:0:0::0:3,0:0:0:0:0::0:3,0:0:31:0:0::0:12,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,48:24:0:0:0::0:3,0:0:37:0:0::0:12,0:0:0:0:0::0:3,0:0:17:270:0::0:3,24:14:0:0:0::0:3,0:0:21:90:0::0:12,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:58:90:0::0:12,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:34:90:0::0:12,24:14:0:0:0::0:3,0:0:17:270:0::0:3,0:0:0:0:0::0:3,0:0:36:0:0::0:12,48:24:0:0:0::0:3,0:0:31:270:0::0:12,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,48:14:0:0:0::0:3,24:40:0:0:0::0:3,24:40:0:0:0::0:3,24:40:0:0:0::0:3,24:40:0:0:0::0:3,12:40:0:0:0::0:3,0:0:54:270:7::0:12,0:0:54:270:7::0:12,12:40:0:0:0::0:3,12:40:0:0:0::0:3,0:0:54:270:7::0:12,0:0:54:270:7::0:12,12:40:0:0:0::0:3,48:14:0:0:0::0:3,0:100:0:0:0:0:0:0,
24:22:0:0:0::0:3,2:22:0:0:0::10:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,24:22:0:0:0::0:3,0:0:0:0:0::0:3,0:0:58:270:0::0:12,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,48:4:0:0:0::0:12,4:24:16:315:0::24:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,18:38:0:0:0::0:3,0:0:0:0:0::0:3,0:0:29:90:0::0:12,0:0:54:270:4::0:12,0:0:54:270:4::0:12,0:0:54:270:4::0:12,0:0:29:90:0::0:12,0:0:0:0:0::0:3,18:38:0:0:0::0:3,0:0:0:0:0::0:3,0:0:44:270:0::0:12,4:24:16:225:0::24:3,48:4:0:0:0::0:12,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:31:270:0::0:12,0:0:0:0:0::0:3,48:14:0:0:0::0:3,24:41:0:0:0::0:3,0:0:34:315:0::0:12,0:0:0:0:0::0:3,0:0:0:0:0::0:3,12:15:0:0:0::12:3,12:40:11:270:7::0:12,12:40:11:270:7::0:12,12:15:0:0:0::12:3,12:15:0:0:0::12:3,12:40:11:270:7::0:12,12:40:11:270:7::0:12,12:15:0:0:0::12:3,48:14:0:0:0::0:3,0:100:0:0:0:0:0:0,
24:22:0:0:0::0:3,2:22:0:0:0::8:3,2:22:0:0:0::6:3,2:22:0:0:0::4:3,2:22:0:0:0::2:3,2:22:0:0:0::0:3,0:0:36:0:0::0:3,24:22:0:0:0::0:3,0:0:31:0:0::0:12,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:31:0:0::0:12,0:0:0:0:0::0:3,48:4:0:0:0::0:12,4:24:0:0:0::24:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,24:14:0:0:0::0:3,0:0:55:90:0::0:12,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:61:90:0::0:12,24:14:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,4:24:0:0:0::24:3,48:4:0:0:0::0:12,0:0:0:0:0::0:3,0:0:31:270:0::0:12,0:0:0:0:0::0:3,0:0:31:270:0::0:12,0:0:58:270:0:270:0:12,0:0:0:0:0::0:3,48:14:0:0:0::0:3,24:41:0:0:0::0:3,0:0:32:90:0::0:12,0:0:19:0:0::0:12,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,48:14:0:0:0::0:3,0:100:0:0:0:0:0:0,
24:22:0:0:0::0:3,24:22:0:0:0::0:3,24:22:0:0:0::0:3,24:22:0:0:0::0:3,24:22:0:0:0::0:3,24:22:0:0:0::0:3,24:22:0:0:0::0:3,24:22:0:0:0::0:3,0:0:0:0:0::0:3,0:0:31:0:0::0:12,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,48:24:0:0:0::0:3,0:0:37:0:0::0:12,0:0:44:270:0::0:12,0:0:0:0:0::0:3,24:3:0:0:0::0:3,24:14:0:0:0::0:3,18:38:0:0:0::0:3,24:14:0:0:0::0:3,24:10:13:270:0::0:12,24:14:0:0:0::0:3,18:38:0:0:0::0:3,24:14:0:0:0::0:3,24:3:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:36:0:0::0:12,48:24:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,48:14:0:0:0::0:3,24:41:0:0:0::0:3,0:0:32:90:0::0:12,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:32:90:0::0:12,24:39:0:0:0::0:3,24:39:0:0:0::0:3,0:0:54:90:8::0:12,0:0:54:90:8::0:12,24:39:0:0:0::0:3,24:39:0:0:0::0:3,0:0:3:90:0::0:12,48:14:0:0:0::0:3,0:100:0:0:0:0:0:0,
0:0:0:0:0::0:3,0:0:31:0:0::0:12,0:0:31:0:0::0:12,0:0:31:0:0::0:12,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:31:0:0::0:12,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:58:270:0::0:12,48:24:0:0:0::0:3,0:0:37:0:0::0:12,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:42:0:0::0:12,0:0:42:0:0::0:12,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:42:0:0::0:12,0:0:42:0:0::0:12,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:36:0:0::0:12,48:24:0:0:0::0:3,0:0:31:270:0::0:12,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:31:270:0::0:12,0:0:0:0:0::0:3,48:14:0:0:0::0:3,24:41:0:0:0::0:3,0:0:0:0:0::0:3,0:0:44:0:0::0:12,0:0:0:0:0::0:3,24:39:0:0:0::0:3,0:0:44:0:0::0:12,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,24:39:0:0:0::0:3,48:14:0:0:0::0:3,0:100:0:0:0:0:0:0,
0:0:31:0:0::0:12,0:0:0:0:0::0:3,0:0:31:0:0::0:12,0:0:58:0:0::0:12,0:0:0:0:0::0:3,0:0:31:0:0::0:12,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:31:0:0::0:12,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:31:0:0::0:12,48:4:0:0:0::0:12,4:24:16:315:0::24:3,0:0:54:0:4::0:12,0:0:54:0:3::0:12,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:19:180:0::0:12,0:0:44:270:0::0:12,0:0:60:180:3::0:12,0:0:0:0:0::0:3,0:0:19:0:0::0:12,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:54:180:3::0:12,0:0:54:180:4::0:12,4:24:16:225:0::24:3,48:4:0:0:0::0:12,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:31:270:0::0:12,48:14:0:0:0::0:3,24:41:0:0:0::0:3,0:0:2:315:0::0:12,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,24:41:0:0:0::0:3,24:4:9:270:0::0:12,24:4:9:270:0::0:12,24:41:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,48:14:0:0:0::0:3,0:100:0:0:0:0:0:0,
0:0:0:0:0::0:3,0:0:31:0:0::0:12,0:0:0:0:0::0:3,0:0:31:0:0::0:12,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:31:0:0::0:12,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:31:0:0::0:12,0:0:0:0:0::0:3,0:0:0:0:0::0:3,48:4:0:0:0::0:12,4:24:0:0:0::24:3,0:0:2:0:0::0:12,0:0:54:0:3::0:12,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:62:0:0::0:12,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:54:180:3::0:12,0:0:2:0:0::0:12,4:24:0:0:0::24:3,48:4:0:0:0::0:12,0:0:0:0:0::0:3,0:0:31:270:0::0:12,0:0:58:270:0:270:0:12,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:31:270:0::0:12,48:14:0:0:0::0:3,24:41:0:0:0::0:3,0:0:32:90:0::0:12,0:0:18:315:0::0:12,0:0:0:0:0::0:3,0:0:0:0:0::0:3,24:41:0:0:0::0:3,0:0:30:90:0::0:12,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:30:90:0::0:12,24:41:0:0:0::0:3,0:0:44:0:0::0:12,48:14:0:0:0::0:3,0:100:0:0:0:0:0:0,
0:0:0:0:0::0:3,60:1:0:0:0::0:3,60:1:0:0:0::0:3,60:1:0:0:0::0:3,60:1:0:0:0::0:3,60:1:0:0:0::0:3,60:1:0:0:0::0:3,60:1:0:0:0::0:3,60:1:0:0:0::0:3,60:1:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,48:24:0:0:0::0:3,0:0:30:180:0::0:12,4:24:0:0:0::24:3,4:24:16:315:0::24:3,0:0:56:0:0::0:12,0:0:3:0:0::0:12,4:24:0:0:0::24:3,4:24:16:270:0::24:3,0:0:2:0:0::0:12,4:24:0:0:0::24:3,4:24:16:270:0::24:3,0:0:3:0:0::0:12,0:0:56:0:0::0:12,4:24:0:0:0::24:3,4:24:16:225:0::24:3,0:0:30:180:0::0:12,48:24:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:31:270:0::0:12,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,48:14:0:0:0::0:3,24:41:0:0:0::0:3,0:0:32:90:0::0:12,0:0:32:90:0::0:12,0:0:2:315:0::0:12,0:0:0:0:0::0:3,24:41:0:0:0::0:3,0:0:30:90:0::0:12,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:30:90:0::0:12,24:41:0:0:0::0:3,0:0:27:90:0::0:12,48:14:0:0:0::0:3,0:100:0:0:0:0:0:0,
0:0:0:0:0::0:3,60:1:0:0:0::0:3,0:0:2:0:0::0:12,0:0:19:0:0::0:12,0:0:0:0:0::0:3,0:0:34:0:0::0:12,0:0:0:0:0::0:3,0:0:19:180:0::0:12,0:0:2:0:0::0:12,60:1:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:31:0:0::0:12,48:24:0:0:0::0:3,48:24:0:0:0::0:3,48:4:0:0:0::0:12,48:4:0:0:0::0:12,48:24:0:0:0::0:3,48:24:0:0:0::0:3,48:4:0:0:0::0:12,48:4:0:0:0::0:12,48:14:0:0:0::0:3,48:4:0:0:0::0:12,48:4:0:0:0::0:12,48:24:0:0:0::0:3,48:24:0:0:0::0:3,48:4:0:0:0::0:12,48:4:0:0:0::0:12,48:24:0:0:0::0:3,48:24:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,48:14:0:0:0::0:3,24:41:0:0:0::0:3,24:41:0:0:0::0:3,24:41:0:0:0::0:3,24:41:0:0:0::0:3,24:41:0:0:0::0:3,24:41:0:0:0::0:3,0:0:30:90:0::0:12,0:0:44:90:0::0:12,0:0:5:270:8::0:12,0:0:30:90:0::0:12,24:41:0:0:0::0:3,24:41:0:0:0::0:3,48:14:0:0:0::0:3,0:100:0:0:0:0:0:0,
0:0:0:0:0::0:3,60:1:0:0:0::0:3,0:0:0:0:0::0:3,48:18:0:0:0::0:3,48:18:0:0:0::0:3,0:0:0:0:0::0:3,48:18:0:0:0::0:3,48:18:0:0:0::0:3,0:0:0:0:0::0:3,60:1:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:31:270:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:31:270:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:31:270:0::0:3,0:0:0:0:0::0:3,48:14:0:0:0::0:3,48:14:0:0:0::0:3,48:14:0:0:0::0:3,48:14:0:0:0::0:3,48:14:0:0:0::0:3,48:14:0:0:0::0:3,48:14:0:0:0::0:3,48:14:0:0:0::0:3,48:14:0:0:0::0:3,48:14:0:0:0::0:3,48:14:0:0:0::0:3,48:14:0:0:0::0:3,48:14:0:0:0::0:3,48:14:0:0:0::0:3,0:100:0:0:0:0:0:0,
0:0:0:0:0::0:3,60:1:0:0:0::0:3,0:0:0:0:0::0:3,48:18:0:0:0::0:3,48:18:0:0:0::0:3,0:0:0:0:0::0:3,48:18:0:0:0::0:3,48:18:0:0:0::0:3,0:0:0:0:0::0:3,60:1:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:31:0:0::0:12,0:0:0:0:0::0:3,0:0:31:270:0::0:3,0:0:58:180:0::0:12,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:31:270:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:31:270:0::0:3,0:0:58:180:0::0:12,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:31:270:0::0:3,0:0:31:270:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:31:0:0::0:12,0:0:58:180:0::0:12,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:31:0:0::0:3,0:0:0:0:0::0:3,0:0:31:0:0::0:3,0:0:0:0:0::0:3,0:0:0:0:0::0:3,0:0:31:0:0::0:3,0:0:0:0:0::0:3,0:0:58:180:0::0:12,0:0:0:0:0::0:3,0:100:0:0:0:0:0:0,
